Téléchargé sur lestransactions.fr sous Licence CC-BY-NC-SA
ISIN;Société;Déclarant;Date;Nature;Instrument;Prix;Volume;Total;Total en part de la capitalisation (x%);Monnaie;pdf
FR0000032526;GUERBET;yves lepine, directeur général;2018-01-15;Cession;Action;82.4031;850;70042;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=4893e732-62de-40aa-8ca5-f85a65024f5c&famille=BDIF&bdifId=192435DD8102_2018DD534291
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-31;Acquisition;Action;9.23;10923;100819;0.09788280582524272;Euros;http://www.amf-france.org/technique/multimedia?docId=b360076d-e926-43e3-8554-cbb673c7a681&famille=BDIF&bdifId=882435DD8102_2018DD534288
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-30;Acquisition;Action;9.99;5447;54415;0.052830611650485436;Euros;http://www.amf-france.org/technique/multimedia?docId=9979de8b-09b8-4ab9-9d7c-a4134df2cba9&famille=BDIF&bdifId=682435DD8102_2018DD534286
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-29;Acquisition;Action;9.97;857;8544;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=5b7e143e-5348-42f5-a594-6664ed7b6ae0&famille=BDIF&bdifId=182435DD8102_2018DD534281
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-28;Acquisition;Action;10.06;2416;24304;0.023597048543689325;Euros;http://www.amf-france.org/technique/multimedia?docId=8996cf48-0a06-4e06-92cc-af35c600d4cf&famille=BDIF&bdifId=082435DD8102_2018DD534280
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-24;Acquisition;Action;10.23;1065;10894;0.010577621359223301;Euros;http://www.amf-france.org/technique/multimedia?docId=afd3d16b-9ae0-4e07-afa9-c16c18f91e34&famille=BDIF&bdifId=472435DD8102_2018DD534274
FR0010313486;PRODWARE;S ET AUDIT EXPERTISE COMPTABLE SARL personne morale liée à STEPHANE CONRARD, ADMINISTRATEUR;2017-08-23;Acquisition;Action;10.26;3406;34945;0.03392772815533981;Euros;http://www.amf-france.org/technique/multimedia?docId=faaca673-e39b-4691-9385-6744e0dcea60&famille=BDIF&bdifId=172435DD8102_2018DD534271
FR0010417345;DBV TECHNOLOGIES;David Schilansky, DGd;2018-01-15;Cession;Action;43.66;5010;218736;0.021032365384615382;Euros;http://www.amf-france.org/technique/multimedia?docId=17dcdb17-22e7-4a00-8064-2411832bdfb5&famille=BDIF&bdifId=865435DD8102_2018DD534568
FR0011005933;BIOSYNEX;LARRY ABENSUR, PDG ADMINISTRATEUR;2018-01-15;Acquisition;Action;3.0;30000;90000;0.2571428571428571;Euros;http://www.amf-france.org/technique/multimedia?docId=efca5d4f-dd96-41a5-8432-f9333b7248e0&famille=BDIF&bdifId=945435DD8102_2018DD534549
FR0011005933;BIOSYNEX;LARRY ABENSUR, PDG ADMINISTRATEUR;2018-01-15;Acquisition;Action;3.0;3333;9999;0.02856857142857143;Euros;http://www.amf-france.org/technique/multimedia?docId=d3c628cf-bb78-48e7-844a-ab59c0ab9836&famille=BDIF&bdifId=545435DD8102_2018DD534545
FR0010313486;PRODWARE;PHILIPPE BOUAZIZ, ADMINISTRATEUR;2018-01-11;Cession;Action;12.93;10000;129300;0.1293;Euros;http://www.amf-france.org/technique/multimedia?docId=23399263-e2d8-4a57-bac0-9f7857f7c7c7&famille=BDIF&bdifId=345435DD8102_2018DD534543
FR0010313486;PRODWARE;PHILIPPE BOUAZIZ, ADMINISTRATEUR;2018-01-12;Cession;Action;12.85;3585;46067;0.04606725;Euros;http://www.amf-france.org/technique/multimedia?docId=88144e53-787d-4bc9-959a-f607505ac451&famille=BDIF&bdifId=245435DD8102_2018DD534542
FR0010313486;PRODWARE;PHILIPPE BOUAZIZ, ADMINISTRATEUR;2018-01-15;Cession;Action;12.46;5915;73700;0.07370090000000001;Euros;http://www.amf-france.org/technique/multimedia?docId=137ebb9d-724f-4369-8190-447f6229a142&famille=BDIF&bdifId=835435DD8102_2018DD534538
FR0010313486;PRODWARE;PHILIPPE BOUAZIZ, ADMINISTRATEUR;2018-01-18;Cession;Action;12.85;10000;128500;0.1285;Euros;http://www.amf-france.org/technique/multimedia?docId=42b4114f-58db-4df4-a45b-6b708515587b&famille=BDIF&bdifId=735435DD8102_2018DD534537
FR0004045540;SQLI;THIERRY CHEMLA, Directeur Général Délégué;2018-01-15;Cession;Action;38.1295;200;7625;0.010167866666666667;Euros;http://www.amf-france.org/technique/multimedia?docId=1e4dd94f-ebc6-4fc2-b6b4-f3e1d0dcb88b&famille=BDIF&bdifId=415435DD8102_2018DD534514
FR0011005933;BIOSYNEX;"ALA FINANCIERE SARL personne morale liée à LARRY &#160;ABENSUR, PDG ADMINISTRATEUR";2018-01-15;Acquisition;Action;3.0;66667;200001;0.5714314285714286;Euros;http://www.amf-france.org/technique/multimedia?docId=73a87d8b-fae9-4fdf-bacd-1c64a2d58ed5&famille=BDIF&bdifId=315435DD8102_2018DD534513
FR0011005933;BIOSYNEX;"AJT FINANCIERE SARL personne morale liée à THOMAS LAMY, ADMINSTRATEUR &#160;DG";2018-01-15;Acquisition;Action;3.0;20000;60000;0.17142857142857143;Euros;http://www.amf-france.org/technique/multimedia?docId=483840b3-6504-4414-8c4b-423fc414d896&famille=BDIF&bdifId=215435DD8102_2018DD534512
FR0004027068;LANSON-BCC;FIAG HOLDING SAS, ADMINISTRATEUR;2018-01-17;Acquisition;Action;33.4342;2453;82014;0.03460510236286919;Euros;http://www.amf-france.org/technique/multimedia?docId=0d09dde0-a974-4692-883c-a86693507dd3&famille=BDIF&bdifId=115435DD8102_2018DD534511
FR0004027068;LANSON-BCC;FIAG HOLDING SAS, ADMINISTRATEUR;2018-01-11;Acquisition;Action;32.8;4;131;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=fe12b97b-2aed-421b-ac45-f36f5c3b7787&famille=BDIF&bdifId=015435DD8102_2018DD534510
FR0004027068;LANSON-BCC;FIAG HOLDING SAS, ADMINISTRATEUR;2018-01-10;Acquisition;Action;32.8;140;4592;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=12fe66e3-9860-48a8-bcb9-d83dfb1b10c2&famille=BDIF&bdifId=905435DD8102_2018DD534509
FR0004027068;LANSON-BCC;FIAG HOLDING SAS, ADMINISTRATEUR;2018-01-08;Acquisition;Action;32.8;56;1836;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=a1f704d3-73b2-4689-b40f-3d3059bcee6a&famille=BDIF&bdifId=805435DD8102_2018DD534508
FR0004027068;LANSON-BCC;FIAG HOLDING sas, administrateur;2018-01-04;Acquisition;Action;32.8;105;3443;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=0d9b7dc1-121f-494d-b16b-519a42045f98&famille=BDIF&bdifId=705435DD8102_2018DD534507
FR0011476928;FNAC DARTY;VIVENDI SA à Directoire et Conseil de surveillance, Administrateur;2018-01-16;Couverture *;Action;91.0;2944651;267963241;10.783229014084506;Euros;http://www.amf-france.org/technique/multimedia?docId=0cd50817-6413-43a7-9908-531cc3ce44d7&famille=BDIF&bdifId=994435DD8102_2018DD534499
FR0011476928;FNAC DARTY;VIVENDI SA à Directoire et Conseil de surveillance, Administrateur;2018-01-16;Prêt;Action;0.0;2944651;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=c0daf640-6c7b-49fa-8e5a-66cd820474fb&famille=BDIF&bdifId=894435DD8102_2018DD534498
FR0013229291;FREELANCE.COM;Mohamed BENBOUBKER, Administrateur;2018-01-16;Cession;Bons de Souscription d'Actions;0.45;21913;9860;0.986085;Euros;http://www.amf-france.org/technique/multimedia?docId=6dec6177-ce19-42fc-af0a-21e73d45546c&famille=BDIF&bdifId=494435DD8102_2018DD534494
FR0004187367;FREELANCE.COM;Mohamed BENBOUBKER, Administrateur;2018-01-16;Cession;Action;1.8;440;792;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ffd2ef75-263d-425c-8e63-9c13283bbf33&famille=BDIF&bdifId=984435DD8102_2018DD534489
FR0004155687;MASTRAD;MASTRAD SA, PDG;2018-01-11;Cession;Action;0.57;25000;14249;0.285;Euros;http://www.amf-france.org/technique/multimedia?docId=f97f9283-3294-48f0-9b71-9b3cd429592f&famille=BDIF&bdifId=864435DD8102_2018DD534468
FR0000033003;TOUAX SCA;SOCIETE HOLDING DE GESTION ET DE PARTICIPATION , ASSOCIE COMMANDITE;2018-01-17;Cession;Action;12.05;5000;60250;0.07088235294117647;Euros;http://www.amf-france.org/technique/multimedia?docId=756949d2-bf6c-4509-9de0-a0357f89efd9&famille=BDIF&bdifId=464435DD8102_2018DD534464
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-17;Cession;Action;8.6793;1476;12810;0.06742445684210525;Euros;http://www.amf-france.org/technique/multimedia?docId=d28cc7fd-b74f-46d6-a703-3a1ba5d2041e&famille=BDIF&bdifId=364435DD8102_2018DD534463
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-16;Cession;Action;8.8512;2531;22402;0.11790730105263159;Euros;http://www.amf-france.org/technique/multimedia?docId=2827244e-0d6f-421c-9684-6b9b6d21d76f&famille=BDIF&bdifId=264435DD8102_2018DD534462
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-15;Cession;Action;9.09;4058;36887;0.19414326315789474;Euros;http://www.amf-france.org/technique/multimedia?docId=679c926f-148c-41f7-8a18-4f95ba7e8458&famille=BDIF&bdifId=164435DD8102_2018DD534461
FR0010211037;PLANET.FR;PLANET.FR SA, DIRECTEUR GENERAL;2018-01-17;Cession;Action;5.2;37586;195447;0.8143633333333333;Euros;http://www.amf-france.org/technique/multimedia?docId=e071681a-7a04-4fb3-aeee-5c07f1cba06e&famille=BDIF&bdifId=744435DD8102_2018DD534447
FR0013204336;LDC;SOFIPROTEOL SOCIETE ANONYME, MEMBRE DU CONSEIL DE SURVEILLANCE;2018-01-11;Augmentation de capital dédiée;Action;120.28999999999999;249397;29999965;1.3599258898458748;Euros;http://www.amf-france.org/technique/multimedia?docId=4fd57a83-4024-4652-aac8-7c16c7611f19&famille=BDIF&bdifId=544435DD8102_2018DD534445
FR0010465534;EO2;SA PACIFICO sa, membre du CA;2018-01-19;Cession;Action;8.2004;2209;18114;0.10063713111111111;Euros;http://www.amf-france.org/technique/multimedia?docId=34dfe6df-5368-4dd7-b305-b86b863ce7ad&famille=BDIF&bdifId=296435DD8102_2018DD534692
FR0000073041;PIERRE ET VACANCES;Thierry HELLIN, Directeur Général Adjoint;2018-01-18;Cession;Action;44.0561;2000;88112;0.020929263657957244;Euros;http://www.amf-france.org/technique/multimedia?docId=db9e80df-fd24-4f0c-9c96-a7d4bcab2f33&famille=BDIF&bdifId=196435DD8102_2018DD534691
FR0013269123;RUBIS;GR PARTENAIRES , Gérant commandité de Rubis;2018-01-22;Cession;Action;60.0426;6160;369862;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6be44a0c-097f-4651-9e7e-3a1dc6d8af6d&famille=BDIF&bdifId=876435DD8102_2018DD534678
FR0010908533;EDENRED;ARNAUD ERULIN, DIRECTEUR GENERAL EUROPE CENTRALE ET SCANDINAVIE;2018-01-19;Cession;Action;26.142;25080;655641;0.010679937449095943;Euros;http://www.amf-france.org/technique/multimedia?docId=80afb03e-5719-4505-85f0-04982f5411ad&famille=BDIF&bdifId=376435DD8102_2018DD534673
FR0010908533;EDENRED;ARNAUD ERULIN, DIRECTEUR GENERAL EUROPE CENTRALE ET SCANDINAVIE;2018-01-19;Exercice;Option d'achat;19.03;24000;456720;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f49845a4-3726-47ab-90f3-f18161578faa&famille=BDIF&bdifId=276435DD8102_2018DD534672
FR0010908533;EDENRED;PHILIPPE DUFOUR, DIRECTEUR GENERAL INVESTISSEMENTS ALTERNATIFS;2018-01-19;Exercice;Option d'achat;13.69;6188;84713;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d2ddb6ec-145e-48e6-a5aa-09f544946d9c&famille=BDIF&bdifId=766435DD8102_2018DD534667
FR0010278762;ENVIRONNEMENT SA;DANIEL MOULENE, Administrateur;2018-01-10;Cession;Action;74.6;100;7459;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=1b0abba2-19dd-4fdc-b50f-1889d8e16990&famille=BDIF&bdifId=895435DD8102_2018DD534598
FR0010278762;ENVIRONNEMENT SA;DANIEL MOULENE, Administrateur;2018-01-18;Cession;Action;75.2;112;8422;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e00ec60d-f4e6-4837-aef6-6b2f614263b6&famille=BDIF&bdifId=695435DD8102_2018DD534596
FR0000125346;INGENICO GROUP;Jacques BEHR, EVP ENTERPRISE BU RETAIL;2018-01-17;Cession;Action;91.16;14800;1349168;0.023632299877386582;Euros;http://www.amf-france.org/technique/multimedia?docId=93be0614-bdee-4462-a222-3aa5afcb5c11&famille=BDIF&bdifId=295435DD8102_2018DD534592
FR0004177939;DATBIM;DIDIER BALAGUER, PDG;2017-12-29;Souscription;Action;1.7079997267386255;14638;25001;0.416695;Euros;http://www.amf-france.org/technique/multimedia?docId=495db036-9e73-4253-ab30-d8c8a3e3cc56&famille=BDIF&bdifId=438435DD8102_2018DD534834
FR0004178572;MEDICREA INTERNATIONAL;Denys Sournac, Président et Directeur Général;2018-01-22;Acquisition;Action;2.6552;8577;22773;0.05422297714285714;Euros;http://www.amf-france.org/technique/multimedia?docId=c2ab475a-4db9-46b6-8fd9-1ccb4ff68f9e&famille=BDIF&bdifId=818435DD8102_2018DD534818
FR0000125684;ZODIAC AEROSPACE;Patricia Salomon, membre du conseil de surveillance;2018-01-23;Echange;Action;0.0;503;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=4d91b593-bfcc-446f-8fba-bc57dcacf480&famille=BDIF&bdifId=137435DD8102_2018DD534731
FR0000121667;ESSILOR INTERNATIONAL;Maureen CAVANAGH, administrateur;2018-01-22;Acquisition;Action;138.009;12;1656;0.0;Dollars;http://www.amf-france.org/technique/multimedia?docId=02c8aac0-94b8-475d-8952-79847d5980e9&famille=BDIF&bdifId=037435DD8102_2018DD534730
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-19;Cession;Action;8.2004;3805;31202;0.17334734444444447;Euros;http://www.amf-france.org/technique/multimedia?docId=6aee581b-0e71-43bc-bf0c-301438cc10a7&famille=BDIF&bdifId=927435DD8102_2018DD534729
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-18;Cession;Action;8.4631;2057;17408;0.09671442611111113;Euros;http://www.amf-france.org/technique/multimedia?docId=7ddaa72e-106c-4afd-8bb9-535005e0d106&famille=BDIF&bdifId=827435DD8102_2018DD534728
FR0000125684;ZODIAC AEROSPACE;Patricia Salomon, membre du conseil de surveillance;2018-01-18;Echange;Action;0.0;10903834;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=48f9b1aa-8853-4310-8c6a-034b1f2016b2&famille=BDIF&bdifId=727435DD8102_2018DD534727
FR0000053225;METROPOLE TELEVISION;David LARRAMENDY, membre du Directoire;2018-01-16;Cession;Action;21.55;11000;237050;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6b155357-728c-4dbf-85ca-457a9f618f9d&famille=BDIF&bdifId=227435DD8102_2018DD534722
FR0000073041;PIERRE ET VACANCES;Thierry HELLIN, Directeur Général Adjoint;2018-01-23;Cession;Action;43.2433;882;38140;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e29c767c-d016-4ea5-8007-44f3dbe760a8&famille=BDIF&bdifId=059435DD8102_2018DD534950
FR0010465534;EO2;SA PACIFICO SA, MEMBRE DU CA;2018-01-23;Cession;Action;7.6102;1260;9588;0.0532714;Euros;http://www.amf-france.org/technique/multimedia?docId=6be20a6b-00c7-44ed-b10b-69b58e7f954d&famille=BDIF&bdifId=449435DD8102_2018DD534944
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2010-01-23;Acquisition;Action;49.0;150;7350;0.010652173913043479;Euros;http://www.amf-france.org/technique/multimedia?docId=e9f2b3b5-592c-468e-ac60-4f7967050357&famille=BDIF&bdifId=349435DD8102_2018DD534943
FR0004177939;DATBIM;AD BIM SAS personne morale liée à BERNARD SPECHT, PRESIDENT;2017-12-29;Souscription;Action;1.708;29275;50001;0.8333616666666667;Euros;http://www.amf-france.org/technique/multimedia?docId=4b87ce49-2b0a-447c-84cf-0746989c54b2&famille=BDIF&bdifId=088435DD8102_2018DD534880
FR0000125346;INGENICO GROUP;Jacques BEHR, EVP ENTERPRISE BU RETAIL;2018-01-19;Cession;Action;91.6853;5662;519122;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d1f21436-46e8-4f87-ad70-a920e9d8227d&famille=BDIF&bdifId=478435DD8102_2018DD534874
FR0000060303;FONCIERE DES MURS;FONCIERE DES REGIONS SA, Membre du Conseil de surveillance;2018-01-24;FUSION ABSORPTION DE FDM MANAGEMENT SAS PAR FONCIERE DES MURS;Action;24.05;735075;17678553;0.6778586560582822;Euros;http://www.amf-france.org/technique/multimedia?docId=4aa5c448-2f60-462d-8567-a3402a1fe1cf&famille=BDIF&bdifId=251535DD8102_2018DD535152
FR0004178572;MEDICREA INTERNATIONAL;Denys Sournac, Président et Directeur Général;2018-01-23;Acquisition;Action;2.6581;4915;13064;0.029032358888888887;Euros;http://www.amf-france.org/technique/multimedia?docId=26cf1cb1-2ad9-4470-998f-715526a0976d&famille=BDIF&bdifId=711535DD8102_2018DD535117
FR0000073041;PIERRE ET VACANCES;Thierry HELLIN, Directeur Général Adjoint;2018-01-24;Cession;Action;43.0908;400;17236;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=59c97140-d781-477c-b1b8-a63ecf7a50f1&famille=BDIF&bdifId=601535DD8102_2018DD535106
FR0010425595;CELLECTIS;Julia Berretta, Directeur du Business Developpement et Planning Stratégique;2018-01-22;Exercice;Option d'achat;17.9;12464;223105;0.023964081632653057;Euros;http://www.amf-france.org/technique/multimedia?docId=6655ecdf-b012-4515-a9f6-2b3386ff0e05&famille=BDIF&bdifId=220535DD8102_2018DD535022
FR0010425595;CELLECTIS;Julia Berretta, Directeur du Business Developpement et Planning Stratégique;2018-01-23;Exercice;Option d'achat;22.44;10000;224400;0.0241031149301826;Euros;http://www.amf-france.org/technique/multimedia?docId=6a58b6e6-3fd1-4fe9-8b9f-446392ff6e0b&famille=BDIF&bdifId=510535DD8102_2018DD535015
FR0010425595;CELLECTIS;Julia Berretta, Directeur du Business Developpement et Planning Stratégique;2018-01-23;Exercice;Option d'achat;22.44;10000;224400;0.0241031149301826;Euros;http://www.amf-france.org/technique/multimedia?docId=e09b353c-4384-45ef-ab87-b2afd7c5ec30&famille=BDIF&bdifId=410535DD8102_2018DD535014
FR0010425595;CELLECTIS;Julia Berretta, Directeur du Business Developpement et Planning Stratégique;2018-01-22;Exercice;Option d'achat;17.9;10000;179000;0.019226638023630505;Euros;http://www.amf-france.org/technique/multimedia?docId=149bb637-305d-414a-abb6-4679a83f9625&famille=BDIF&bdifId=210535DD8102_2018DD535012
FR0000120107;SAVENCIA;TOKI EDER CONSEILS ET PARTICIPATIONS sarl personne morale liée à xavier govare, administrateur;2017-07-17;Acquisition;Action;83.0627;1200;99675;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=11cbfffb-cb97-4ec0-b0be-6229e451424c&famille=BDIF&bdifId=110535DD8102_2018DD535011
FR0013233012;INVENTIVA;JEAN VOLATIER, DAF;2018-01-23;Souscription;Action;0.599;16900;10123;0.010655894736842106;Euros;http://www.amf-france.org/technique/multimedia?docId=ea009b67-3387-4e9d-9b1b-27bfb93cc4f2&famille=BDIF&bdifId=900535DD8102_2018DD535009
FR0000120107;SAVENCIA;xavier govare, administrateur;1958-01-25;Acquisition;Action;805.0;100;80500;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9fc493ba-d509-4fcd-8008-35de400e0878&famille=BDIF&bdifId=800535DD8102_2018DD535008
FR0000060303;FONCIERE DES MURS;CARDIF ASSURANCE VIE SA à Conseil d'Administration, Membre du Conseil de Surveillance;2018-01-24;Attribution d'actions (fusion-absorption);Action;0.0;0;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=84222118-90a2-4fdf-a0c4-84fb42a44ffc&famille=BDIF&bdifId=700535DD8102_2018DD535007
FR0013155975;LA SAVONNERIE DE NYONS;HOLDING ALLEE EURL personne morale liée à ERWAN ALLEE, PRESIDENT/GERANT;2018-01-02;Acquisition;Action;14.8;165;2442;0.0814;Euros;http://www.amf-france.org/technique/multimedia?docId=404546c7-8614-45cc-8d2a-d0322e8e0583&famille=BDIF&bdifId=600535DD8102_2018DD535006
FR0010417345;DBV TECHNOLOGIES;Pierre-Henri BENHAMOU, PDG;2018-01-24;Cession;Action;41.3414;9000;372072;0.03687538156590684;Euros;http://www.amf-france.org/technique/multimedia?docId=8517d694-2c1a-49c2-9042-431bf714c376&famille=BDIF&bdifId=299435DD8102_2018DD534992
FR0010417345;DBV TECHNOLOGIES;Pierre-Henri BENHAMOU, PDG;2018-01-19;Exercice;Option d'achat;7.57;129000;976530;0.09678196233894945;Euros;http://www.amf-france.org/technique/multimedia?docId=d045b64f-eb95-4fb5-89fe-a59d8e204773&famille=BDIF&bdifId=099435DD8102_2018DD534990
FR0000120644;DANONE;Emmanuel FABER, Président Directeur Général;2017-11-15;Donation à une personne morale à but non lucratif;Action;0.0;33260;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=fae3781b-bfb2-410e-8e21-63e3728931ac&famille=BDIF&bdifId=402535DD8102_2018DD535204
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-25;Cession;Action;10.8237;23000;248945;0.2566444329896907;Euros;http://www.amf-france.org/technique/multimedia?docId=22d907fc-4c05-49f1-b37d-e2030ad4607d&famille=BDIF&bdifId=381535DD8102_2018DD535183
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-25;Exercice;Option d'achat;0.2;23000;4600;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=56b15d3c-cc12-4476-86d6-5678dbb313cf&famille=BDIF&bdifId=081535DD8102_2018DD535180
FR0004187367;FREELANCE.COM;Mohamed BENBOUBKER, Administrateur;2018-01-26;Cession;Action;1.8;2650;4770;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=766cc77d-68bc-4163-bece-8380d3466751&famille=BDIF&bdifId=243535DD8102_2018DD535342
FR0004187367;FREELANCE.COM;Mohamed BENBOUBKER, Administrateur;2018-01-25;Cession;Action;1.8;433;779;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=12a20628-64b6-411d-9520-ea5f782de8f6&famille=BDIF&bdifId=143535DD8102_2018DD535341
FR0010528059;STREAMWIDE;OKHEMA SPRL SPRL personne morale liée à LILIAN GAICHIES, DGD;2018-01-26;Cession;Action;6.4;2888;18483;0.09728;Euros;http://www.amf-france.org/technique/multimedia?docId=8758c22e-3508-4d94-b54b-db3ebacf1539&famille=BDIF&bdifId=223535DD8102_2018DD535322
FR0012650166;ELECTRO POWER SYSTEMS SA;MASSIMO PRELZ OLTRAMONTI, PRESIDENT;2018-01-26;Souscription;Action;5.11;23005;117555;0.12777777173913044;Euros;http://www.amf-france.org/technique/multimedia?docId=bdb8d310-bb4a-4377-bed0-8539631bf3c2&famille=BDIF&bdifId=023535DD8102_2018DD535320
FR0012650166;ELECTRO POWER SYSTEMS SA;MASSIMO PRELZ OLTRAMONTI, PRESIDENT;2018-01-26;Cession;Action;11.0;23005;253055;0.2750597826086957;Euros;http://www.amf-france.org/technique/multimedia?docId=cbeebc1f-7b4c-497c-84a4-255c85fba191&famille=BDIF&bdifId=913535DD8102_2018DD535319
FR0000063737;AUBAY;Paolo Riccardi, directeur général délégué;2017-01-26;Cession;Action;36.9306;6842;252679;0.05114962858299595;Euros;http://www.amf-france.org/technique/multimedia?docId=c413d9bb-4daa-40bb-be9b-3007a6ea1b3c&famille=BDIF&bdifId=313535DD8102_2018DD535313
FR0010465534;EO2;SA PACIFICO SA, MEMBRE DU CA;2018-01-25;Cession;Action;7.5963;735;5583;0.031018224999999996;Euros;http://www.amf-france.org/technique/multimedia?docId=a96ea91a-2ef8-434e-952c-b912ab167b40&famille=BDIF&bdifId=903535DD8102_2018DD535309
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-26;Cession;Action;11.0094;53918;593604;0.6452226404347825;Euros;http://www.amf-france.org/technique/multimedia?docId=4ba8d4b1-8628-44c5-88d6-60cc7ada607c&famille=BDIF&bdifId=013535DD8102_2018DD535310
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-26;Exercice;Option d'achat;0.2;53918;10783;0.011721304347826087;Euros;http://www.amf-france.org/technique/multimedia?docId=92f197d1-896f-4fca-8c44-5557b4fb17c4&famille=BDIF&bdifId=803535DD8102_2018DD535308
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2018-01-25;Acquisition;Action;49.6;950;47120;0.06731428571428572;Euros;http://www.amf-france.org/technique/multimedia?docId=910c2661-a6cf-4f07-844e-a15d952e6cb3&famille=BDIF&bdifId=003535DD8102_2018DD535300
FR0011648716;CARBIOS;Alain CHEVALLIER, Administrateur;2018-01-26;Cession;Action;8.8;500;4400;0.011282051282051283;Euros;http://www.amf-france.org/technique/multimedia?docId=8d2c1223-3d3a-4469-947e-f2bb67ee286b&famille=BDIF&bdifId=072535DD8102_2018DD535270
FR0000125684;ZODIAC AEROSPACE;Pierre-Antony VASTRA, Directeur de la Communication et des Relations Investisseurs, membre du Comité Exécutif;2018-01-24;Exercice;Option d'achat;10.15;12500;126875;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=dfd4d375-222c-4e2c-ac26-14bbb5d4b406&famille=BDIF&bdifId=962535DD8102_2018DD535269
FR0004045540;SQLI;THIERRY CHEMLA, Directeur General Delegue;2018-01-22;Cession;Action;39.0453;400;15618;0.02082416;Euros;http://www.amf-france.org/technique/multimedia?docId=5b57bcef-131a-4086-a55e-6a37723177b6&famille=BDIF&bdifId=862535DD8102_2018DD535268
FR0000060303;FONCIERE DES MURS;ASSURANCES DU CREDIT MUTUEL VIE SA Société Anonyme, Membre du Conseil de Surveillance;2018-01-24;Fusion absorption entre FDMM (SAS) et FDM;Action;24.05;2943234;70784777;2.33767429656539;Euros;http://www.amf-france.org/technique/multimedia?docId=38eb0fa1-1097-4eb0-80b0-1db025cfcc86&famille=BDIF&bdifId=422535DD8102_2018DD535224
FR0011665280;FIGEAC AERO;JEAN CLAUDE MAILLARD , PDG;2017-09-20;Acquisition;Action;19.5909;5000;97954;0.016947145328719722;Euros;http://www.amf-france.org/technique/multimedia?docId=75339b2b-f839-4857-9ea1-a3bf6905ea68&famille=BDIF&bdifId=222535DD8102_2018DD535222
